Date,Basal energy burned(Cal),Active energy burned(Cal),Distance walking / running(mi),Exercise time(min),Flights climbed(count),Heart rate(count/min),Resting heart rate(count/min),Stand time(min),Step count(count),Walking heart rate average(count/min)
7/19/2023,1581.737,308.606,2.668,11,8.874,70.539,59,83,6042,96
7/20/2023,1595.978,293.858,1.894,11,7,69.097,61,77,4309,95.5
7/21/2023,1577.081,374.962,2.973,23,17,80.57,63,121,6759,107
7/22/2023,1569.785,161.412,1.209,9,10.444,64.98,55,53,2787.905,96
7/23/2023,1590.514,355.712,3.58,19,23.057,75.37,68,116,8310.728,94.5
7/24/2023,1544.592,334.311,3.03,14,9,71.364,62,110,6765,106
7/25/2023,1593.675,409.628,2.791,24,10,77.22,63,118,6411,108
7/26/2023,1580.621,258.065,1.554,11,3.477,69.294,65,50,3513,104.5
7/27/2023,1611.393,345.2,2.495,14,8.002,70.321,65,87,5532.178,99
7/28/2023,1569.288,286.295,1.847,11,13,73.629,66,74,4230.026,105.5
7/29/2023,1590.011,375.074,3.78,27,30.282,75.731,54,117,8726.899,107
7/30/2023,1612.734,458.27,4.231,27,15,76.258,66,137,9629.606,102
7/31/2023,1586.17,305.869,2.632,16,18.777,67.986,55,81,5976,91.5
8/1/2023,1592.603,297.131,2.322,12,13,67.569,60,72,5281.402,93
8/2/2023,1571.699,251.231,1.802,13,14.919,69.291,55,55,4047.917,106
8/3/2023,1603.169,527.914,5.385,57,15,78.944,60,156,12143.26,108
8/4/2023,1618.732,382.508,3.05,25,17,70.351,62,131,6936.45,105
8/5/2023,1611.502,545.498,4.184,70,17,76.335,63,166,9537.502,95
8/6/2023,1607.815,350.296,3.249,17,9,72.942,56,137,7931.878,98
8/7/2023,1605.547,459.571,4.114,39,24,72.411,61,154,9300.94,99
8/8/2023,1585.569,294.055,1.827,13,16,72.634,66,107,4109.909,102
8/9/2023,1550.25,200.823,1.835,6,10,71.559,56,44,3857,102
8/10/2023,1582.707,448.24,5.555,32,22,85.135,79,157,13005,115
8/11/2023,1582.511,313.209,2.574,17,18,82.631,73,105,6076,115
8/12/2023,1572.847,278.052,1.886,13,9,78.503,61,61,4310.748,104
8/13/2023,1584.492,390.036,4.131,13,15,81.852,65,145,9721.277,114
8/14/2023,1590.211,408.038,3.4,32,28,76.407,74,111,7843.523,115
8/15/2023,1568.58,330.366,2.428,14,15,73.993,66,77,5542,104
8/16/2023,1602.111,460.628,4.534,52,24,73.698,54,161,9968.037,99
8/17/2023,1621.442,585.278,8.081,70,79,80.191,67,231,18175.188,99
8/18/2023,1610.511,563.224,5.796,48,53,76.423,66,192,13263.812,109
8/19/2023,1604.348,405.168,4.29,23,27,71.805,67,154,9669.683,99
8/20/2023,1604.503,502.709,5.045,48,29.344,79.577,66,170,11301,111
8/21/2023,1590.511,592.147,5.335,67,28.711,87.235,68,161,12207.292,117
8/22/2023,1601.779,504.993,4.876,51,25,78.716,72,141,10721,104
8/23/2023,1595.494,516.29,4.226,55,23,84.25,70,110,9504,105.5
8/24/2023,1576.152,375.474,3.062,41,21,73.789,60,82,6870,103
8/25/2023,1591.682,445.583,5.92,34,32.742,76.906,65,148,13531.894,92
8/26/2023,1583.245,343.881,3.025,35,20,79.781,69,97,6990.749,104
8/27/2023,1580.066,293.286,3.133,20,16,71.825,57,88,7022,101.5
8/28/2023,1583.619,672.369,6.622,68,19,88.532,73,158,13793.784,106
8/29/2023,1582.758,355.13,3.349,44,27,75.099,68,63,7465.72,111
8/30/2023,1604.008,479.253,4.311,38,30,76.998,65,114,9789,102.5
8/31/2023,1552.814,379.723,3.38,33,19,79.273,61,101,7737,114
9/1/2023,1601.38,469.249,5.196,52,23,77.458,64,135,11728.418,100
9/2/2023,1583.744,428.047,4.199,35,27.337,74.865,66,131,9533.052,104
9/3/2023,1570.044,298.191,2.869,18,19,79.818,64,77,6467.99,98
9/4/2023,1591.505,633.811,5.576,58,23,89.231,71,149,11691.855,115.5
9/5/2023,1563.302,293.059,3.386,34,26,80.926,70,62,7622.684,106
9/6/2023,1590.338,412.639,3.373,25,15,73.463,66,95,7666,107
9/7/2023,1571.508,253.811,2.818,25,17,69.163,66,56,6334.856,112
9/8/2023,1603.99,518.393,4.55,51,22,80.578,66,137,9911,104
9/9/2023,1598.989,615.935,5.628,63,15,82.446,70,207,13425.949,100.5
9/10/2023,1604.877,661.71,5.82,110,45,90.899,64,165,13489.051,117
9/11/2023,1583.954,364.056,4.231,15,7,72.528,66,145,10118,99
9/12/2023,1588.867,447.307,4.587,45,25,78.596,73,110,10237,104
9/13/2023,1589.388,432.94,5.072,47,28.072,76.267,60,105,11447.842,83
9/14/2023,1591.756,440.714,3.996,40,19.514,73.564,64,96,9116.182,92
9/15/2023,1584.472,348.802,3.503,22,21.711,72.819,65,77,7913,94
9/16/2023,1612.635,422.441,3.314,23,15.652,72.376,66,122,7577,103
9/17/2023,1619.89,595.184,6.37,55,16,81.076,70,204,14461.829,100
9/18/2023,1584.25,363.544,3.501,28,16,76.91,75,95,7869.924,105
9/19/2023,1591.882,419.285,3.586,32,20,75.03,64,101,8236,105
9/20/2023,1605.125,492.482,4.63,31,22,76.253,68,142,10682.038,106.5
9/21/2023,1572.947,335.938,4.491,32,23,75.795,71,93,10175,105
9/22/2023,1593.61,336.296,2.879,13,16.341,68.415,59,91,6623,94
9/23/2023,1635.165,723.112,6.696,100,14,81.324,68,211,15510,95
9/26/2023,971.245,449.333,5.404,34,24,81.202,62,134,12639,90.5
9/27/2023,1585.32,337.02,3.113,17,13,71.475,58,81,7243,83.5
9/28/2023,1571.056,310.941,2.979,21,19,72.216,66,70,6916.256,109
9/29/2023,1604.272,406.951,3.164,22,22.534,74.278,66,86,7259.128,94
9/30/2023,1585.069,408.881,3.63,55,10,85.4,68,97,8148.627,98
10/1/2023,1552.141,46.223,2.135,55,12,71.569,68,13,4946.299,79
10/2/2023,1588.889,332.407,2.914,11,10,69.883,59,100,6734,92
10/3/2023,1591.079,481.101,4.772,42,23,73.195,62,127,10892,96
10/4/2023,1597.129,398.734,3.345,32,15,72.991,59,85,7267.303,106.5
10/5/2023,1525.06,422.959,3.516,33,20,72.849,61,110,8090,109
10/6/2023,1597.465,452.144,3.384,39,31,71.398,65,103,7696.038,99
10/7/2023,1608.281,491.12,4.394,37,17,78.552,69,139,10239.904,93
10/8/2023,1595.711,460.927,4.432,53,23,79.109,62,126,10208.091,108
10/9/2023,1574.788,215.138,2.34,5,15,64.612,58,62,5593,86
10/10/2023,1592.128,414.517,3.501,34,26.238,75.917,60,97,7887,108
10/11/2023,1590.165,345.832,3.543,23,14.647,68.371,54,94,8171.635,103
10/12/2023,1584.799,433.261,4.01,39,21,70.71,61,112,9079,93
10/13/2023,1591.578,431.431,3.955,30,28,70.134,62,116,9163.321,94
10/14/2023,1575.852,261.319,2.704,18,13.918,69.482,67,116,6451.234,99
10/15/2023,1570.068,181.808,1.71,11,11,79.042,67,65,4167,86
10/16/2023,1580.227,258.613,1.426,14,8,74.069,63,49,3280.483,82
10/17/2023,1590.335,471.234,3.145,71,22,83.087,53,138,7247.479,99.5
10/18/2023,1583.263,407.577,3.529,50,11,79.723,62,99,7544.607,84
10/19/2023,1580.434,397.194,3.905,38,23,71.915,61,103,9052.488,100.5
10/20/2023,1576.479,387,2.938,32,27,71.884,64,81,6725.528,96
10/21/2023,1571.79,283.539,1.805,11,11,73.177,66,58,4215.889,103.5
10/22/2023,1583.05,202.848,2.506,10,3,85.897,69,76,5851,134
10/23/2023,1566.435,559.773,5.283,68,28,85.683,66,132,11571.833,109
10/24/2023,1580.305,492.282,4.512,48,23,75.882,62,116,10236.47,100
10/25/2023,1584.39,339.839,3.39,34,15.944,70.857,57,82,7651.53,104
10/26/2023,1588.749,449.016,4.285,39,22,74.848,63,129,9920.3,107
10/27/2023,1515.026,367.766,2.542,20,17,67.27,55,93,5783,85
10/28/2023,1536.091,367.766,0.27,20,4,67.27,55,93,680,85
10/29/2023,1550.388,54.639,0.729,2,6,57.064,55,17,1719,109.5
10/30/2023,1604.505,344.453,2.39,27,9,70.933,58,123,5268,100
10/31/2023,1601.206,379.452,3.661,31,17,72.058,54,93,8197,98
11/1/2023,1569.642,236.27,1.831,14,13,69.903,59,57,4165.435,96
11/2/2023,1595.44,328.522,2.347,23,19,74.091,60,64,5301.499,103
11/3/2023,1596.415,409.255,3.319,27,20,72.194,65,115,7733,92
11/4/2023,1606.821,403.698,3.497,20,10,76.643,63,140,8054.472,87
11/5/2023,1653.317,258.785,1.584,11,9,75.277,66,93,3720,89
11/6/2023,1594.813,507.688,3.38,51,14,98.36,62,95,7575.54,104
11/7/2023,1593.718,410.195,3.723,25,15,72.9,62,101,8386.21,92
11/8/2023,1595.83,439.05,3.974,47,13,80.281,60,105,8512.954,99
11/9/2023,1544.538,12.684,4.286,1,23,55.751,69,105,9988,99
11/10/2023,1610.913,431.518,3.466,30,21.563,73.16,64,96,7848,92
11/11/2023,1596.445,458.757,3.79,49,5,89.023,61,125,8209.277,91
11/12/2023,1589.39,284.52,2.872,13,10,81.877,61,117,6515.905,142
11/13/2023,1587.237,363.513,3.245,20,15,69.26,60,108,7290.58,92.5
11/14/2023,1580.075,323.741,2.919,22,13,69.882,59,67,6649.674,99.5
11/15/2023,1572.193,260.498,2.244,19,12,68.304,58,56,5062,74.5
11/16/2023,1590.77,482.767,4.115,52,19.003,76.09,58,99,9379,105
11/17/2023,1598.569,431.031,3.308,32,25.821,73.088,62,117,8368,101
11/18/2023,1571.959,387.838,3.322,30,12,78.663,57,92,7559.941,110
11/19/2023,1592.436,682.605,3.074,57,10,83.605,61,116,6821.154,86.5
11/20/2023,1602.06,341.38,2.999,20,15,70.108,60,54,6650.475,78
11/21/2023,1594.206,699.639,4.555,83,15,85.281,65,148,9890,88
11/22/2023,1573.264,203.03,2.569,7,11,69.482,62,48,5896.717,94
11/23/2023,1584.451,246.754,1.568,13,12,74.585,62,62,3605.928,91
11/24/2023,1584.534,363.597,3.088,31,16,75.144,58,77,6210.502,97
11/25/2023,1580.012,272.14,2.661,14,20,69.771,63,72,6176.969,91
11/26/2023,1579.11,244.958,1.831,9,12,76.864,57,80,4382,92.5
11/27/2023,1595.67,300.325,2.3,8,5.472,68.467,55,92,5363,94
11/28/2023,1601.104,513.324,4.933,53,25,78.073,61,125,11071.014,106
11/29/2023,1585.105,442.99,4.025,48,29.882,72.69,57,93,8912.149,91
11/30/2023,1586.895,458.226,4.857,55,20,79.921,64,98,10396.539,97.5
12/1/2023,1600.859,514.259,4.903,48,31,76.242,62,133,11043,96
12/2/2023,1591.5,328.411,2.218,21,23,76.678,62,74,5097,99
12/3/2023,1565.231,256.695,1.511,12,10,68.487,61,52,3395,91
12/4/2023,1586.345,244.206,1.375,8,8,66.444,59,51,3111,89.5
12/5/2023,1595.988,397.761,3.761,33,17,72.953,58,100,8421.08,96
12/6/2023,1593.995,320.783,2.466,26,12,66.231,55,69,5671.796,90.5
12/7/2023,1574.993,432.919,4.318,60,21,71.395,57,105,9331,90
12/8/2023,1624.952,444.501,3.216,24,12.448,79.226,63,117,7251.24,87.5
12/9/2023,1576.825,240.67,1.22,11,7,66.2,59,32,2703,90
12/10/2023,1583.871,268.727,1.462,19,9,65.795,57,53,3244,93
12/11/2023,1591.606,401.3,3.809,23,15,72.641,66,119,8747.94,91.5
12/12/2023,1584.779,430.262,3.997,36,17,69.344,63,115,8975.938,79
12/13/2023,1617.394,723.778,4.005,60,24,78.968,62,171,9279.281,80.5
12/14/2023,1596.874,509.551,4.581,60,35.75,82.508,67,147,10438,104.5
12/15/2023,1586.023,215.99,1.458,10,5,63.753,55,36,3291.154,89
12/16/2023,1611.903,553.536,6.882,53,6,73.775,60,209,15896.255,91.5
12/17/2023,1580.928,256.771,3.427,3,3,81.117,60,90,8246.395,93
12/18/2023,1197.107,518.737,5.519,73,28.252,71.049,57,163,12541.801,93
12/19/2023,241.806,139.716,7.451,24,59,83.815,58,42,16721.956,90.5
12/20/2023,1623.279,720.23,9.629,56,6,72.053,54,295,22143.086,78.5
12/21/2023,1575.267,231.379,3.62,3,6,63.354,48,122,8909,84.5
12/22/2023,1606.383,516.85,5.717,14,5,72.279,59,227,13863.258,89
12/23/2023,1581.797,269.887,2.155,6,6,70.87,61,74,4965.255,99
12/24/2023,1567.834,179.452,5.871,4,18,64.773,59,49,12758.981,91
12/25/2023,1578.823,300.975,2.907,9,2,74.603,54,84,6685.125,99.5
12/26/2023,1582.564,372.128,3.084,28,22.228,70.832,58,150,7172.229,90
12/27/2023,1596.508,279.088,2.292,16,10,67.32,55,62,5086.673,84.5
12/28/2023,1624.741,332.467,2.019,28,21.204,68.552,61,72,4536.709,96.5
12/29/2023,1602.959,239.557,1.666,14,5,68.268,60,53,3837.103,90.5
12/30/2023,1609.808,404.363,3.038,36,14,94.399,75,121,6941.343,102
12/31/2023,1602.55,226.326,1.278,16,11,66.928,53,45,2907.566,108
1/1/2024,1608.087,199.241,0.831,8,4.177,63.608,55,14,1830,99
1/2/2024,1596.62,270.039,1.656,14,8,65.567,61,52,3662,87
1/3/2024,1626.123,418.505,3.522,30,21.287,66.581,57,133,8004.912,96.5
1/4/2024,1627.576,428.009,3.77,32,16,76.37,65.5,130,8597.021,94.5
1/5/2024,1647.528,641.091,6.393,53,49.899,72.066,72,228,15065,105
1/6/2024,1628.722,603.649,6.524,68,43.598,83.083,62,234,15594.506,96
1/7/2024,1629.677,691.558,5.423,66,41,81.963,59,175,12606,102
1/8/2024,1625.512,614.963,7.039,51,43,79.146,66,200,15676.849,105
1/9/2024,1634.804,759.607,8.453,99,48,82.456,54,270,20186.3,108.5
1/10/2024,1615.631,534.51,6.106,44,32,74.48,64,192,14412.433,103
1/11/2024,1633.663,631.843,5.456,65,26,90.17,64,242,12751.08,103
1/12/2024,1626.91,377.608,2.85,22,20,86.03,69.5,82,6559.354,100.5
1/13/2024,1643.762,520.381,3.902,35,28.051,75.879,70,146,9045,109
1/14/2024,1638.329,441.586,4.402,25,6,80.501,70,137,9956.674,109
1/15/2024,1605.517,299.081,2.032,24,17.64,77.374,62,74,4711,107
1/16/2024,1616.406,323.703,2.874,15,13.177,71.386,59,93,6562.375,90
1/17/2024,1601.906,336.352,3.077,44,15,88.402,89,86,7050.923,121
1/18/2024,1596.384,191.345,0.85,8,4,81.311,71,32,1958.86,107
1/19/2024,1603.206,196.913,0.949,8,5,65.998,55,20,2108,90
1/20/2024,1604.725,198.133,0.9,5,5.851,61.88,57,17,2037,80
1/21/2024,1607.378,236.15,1.413,13,9.093,63.314,55,38,3224.691,92.5
1/22/2024,1623.676,361.919,2.925,34,20,71.43,60,73,6602,99.5
1/23/2024,1618.952,432.852,3.691,50,31,74.545,63,87,8351,91
1/24/2024,1635.154,506.134,4.977,49,25,76.96,61,127,11271.232,125
1/25/2024,1618.427,410.369,3.496,48,27.8,77.088,72,84,7888,99
1/26/2024,1628.682,511.345,4.707,63,26,76.081,56,140,9981,107
1/27/2024,1634.076,333.657,2.011,16,13,66.001,59,68,4399,87.5
1/28/2024,1556.174,333.69,2.95,22,16,68.017,64,89,6488,94
1/29/2024,1633.918,468.53,4.018,43,25,72.63,62,93,9066.783,108.5
1/30/2024,1614.963,411.844,3.205,44,22,74.891,69,82,7230.043,106.5
1/31/2024,1612.043,401.772,3.572,49,25,72.306,61,86,8118.139,98.5
2/1/2024,1630.72,495.991,4.418,50,24,80.555,70,120,10072,108
2/2/2024,1562.325,488.591,4.396,48,25,73.246,62,146,10201,90.5
2/3/2024,1618.346,291.095,2.073,15,12,68.372,63,58,4546,96
2/4/2024,1609.02,293.389,2.421,20,15,69.04,63,78,5363,97
2/5/2024,1633.358,425.045,3.309,38,20,74.301,63,88,7263,100.5
2/6/2024,1645.882,536.396,4.996,56,32,71.774,64,127,11322,105
2/7/2024,1622.297,422.97,3.853,47,22.169,75.98,64,96,8908.186,104
2/8/2024,1639.525,448.314,3.474,45,32,73.008,67,89,7958,98
2/9/2024,1622.371,381.987,3.223,38,22,71.108,60,70,7382,97
2/10/2024,1625.563,323.258,2.23,14,11,63.965,52,89,5211,83
2/11/2024,1620.687,325.086,2.513,23,10,67.063,60,72,5707,79.5
2/12/2024,1622.418,392.729,3.641,44,20.993,75.99,64,74,8061.702,106.5
2/13/2024,1630.583,453.221,3.635,50,26,73.934,66,85,8322,99
2/14/2024,1617.395,352.393,2.826,33,18,74.575,67,71,6483,89.5
2/15/2024,1629.191,410.574,3.438,42,22,73.453,63,94,7891,92
2/16/2024,1623.373,405.142,3.376,45,20,75.13,63,86,7402.949,100
2/17/2024,1620.358,287.697,1.833,10,10.236,65.93,57,70,4226.051,94
2/18/2024,1616.987,311.5,2.506,22,14,71.114,64,78,5630.864,99
2/19/2024,1625.957,380.217,3.025,36,23,71.778,61,77,6720.322,93
2/20/2024,1627.24,456.936,3.644,44,27,80.44,72,105,8632,113
2/21/2024,1636.391,444.297,3.85,39,24,77.184,65,95,8729,99
2/22/2024,1627.82,446.732,4.504,42,28,75.619,65,105,10017,125
2/23/2024,1619.593,352.671,2.882,33,17,70.39,56,69,6460.95,97
2/24/2024,1634.393,494.888,4.849,37,19,72.736,61,187,11198.313,114.5
2/25/2024,1614.734,358.223,3.069,27,16.673,70.337,62,101,7009,99
2/26/2024,1644.637,550.065,5.077,46,32,78.051,64,152,11678,104
2/27/2024,1633.949,510.927,4.38,55,36,73.333,60,117,9858,100
2/28/2024,1595.159,227.565,1.929,15,20.329,69.576,66,76,4575.306,90
2/29/2024,1632.898,491.978,5.235,41,19,81.31,70,167,11863.71,103
3/1/2024,1641.538,426.164,3.544,12,6,76.035,67,152,8147.888,100
3/2/2024,1649.375,485.335,4.389,29,13.735,82.388,64,160,10156.86,109.5
3/3/2024,1642.524,948.637,7.744,130,113,102.077,73,260,18580.922,127
3/4/2024,1594.921,225.973,1.985,13,14,85.194,68,68,4499.387,100.5
3/5/2024,1625.53,441.788,3.918,43,23,77.152,61,103,9042,110
3/6/2024,1636.236,449.777,3.659,37,23,77.178,64,99,8456,104
3/7/2024,1614.625,435.394,4.018,45,27,76.746,63,107,9075,93.5
3/8/2024,1615.027,292.728,2.027,24,9,67.499,55,57,4538,98.5
3/9/2024,1608.749,320.942,3.384,15,8,76.117,62,125,7713,86
3/10/2024,1300.862,252.872,2.277,13,9,64.253,58,67,5153,85
3/11/2024,709.933,236.551,1.993,17,14,80.759,66,58,4573,91
3/12/2024,1626.687,467.086,4.913,34,26,83.004,68.5,162,10506.614,103.75
3/13/2024,1607.593,334.017,3.391,12,8,69.738,66,109,7987.159,102
3/14/2024,1642.961,815.195,10.123,95,23,86.812,64,303,23842.355,101.5
3/15/2024,1620.401,544.525,6.489,65,26,80.37,67,190,14916.23,101.5
3/16/2024,1622.267,672.671,8.682,66,15,78.317,63,246,20014.461,101
3/17/2024,1641.314,868.111,13.536,92,19,101.751,63,385,32357.448,101.5
3/18/2024,1631.567,592.352,7.867,44,15.623,91.657,67,212,18126.053,108
3/19/2024,1629,401.876,3.629,32,14,79.894,63,126,8257.003,101.5
3/20/2024,1628.606,390.507,3.507,30,19,72.161,60,103,7909.048,95.5
3/21/2024,1635.947,509.96,4.329,58,32.129,75.115,63,120,9774.952,104
3/22/2024,1600.885,296.043,2.534,30,22,77.031,53,58,5844,93
3/23/2024,1615.008,248.002,1.42,13,9,62.486,60,38,3208,83
3/24/2024,1628.261,365.794,3.381,17,13,68.694,54,107,7627,98
3/25/2024,1623.296,351.928,2.519,29,25.032,67.938,60,70,5737,98
3/26/2024,1616.057,418.353,3.777,49,26,77.257,58,85,8550.412,104
3/27/2024,1633.829,439.08,4.106,49,19,80.773,64,112,9318.647,105.5
3/28/2024,1619.751,430.607,4.194,52,31,80.349,63,104,9435.655,101.5
3/29/2024,1634.034,450.646,3.832,41,33.224,74.065,64,110,8596,109
3/30/2024,1624.09,312.108,1.868,19,9,67.971,53,54,4076,88
3/31/2024,1606.626,276.981,2.813,8,6,83.143,72,108,6617,94
4/1/2024,1614.994,381.174,3.529,28,19,78.059,59,103,7958.086,94
4/2/2024,1643.248,478.305,4.017,42,27,77.186,64,104,9263,96
4/3/2024,1590.616,266.233,2.65,33,25.341,70.05,63,62,6106.045,107
4/4/2024,1628.883,396.535,2.867,37,24.822,70.66,63,66,6498,98
4/5/2024,1614.979,345.71,3.158,30,15.884,70.338,63,71,7201,97
4/6/2024,1557.085,44.032,2.696,30,1,67.59,63,7,6402,71.5
4/7/2024,1619.119,316.126,2.219,18,10,72.078,55,87,5039.236,95
4/8/2024,1622.47,356.667,3.434,22,17,73.165,63,90,7960.57,106
4/9/2024,1627.339,419.282,3.534,40,23,75.878,61,82,8082,112
